,frequency,frequency_ham,frequency_spam
cocoa,25,25,0
bailey,25,25,0
ran,25,24,1
bibi,25,25,0
warranti,25,1,24
kay,25,24,1
secondari,25,23,2
albert,25,24,1
verbal,24,24,0
doyl,24,23,1
miilion,24,0,24
catchi,24,0,24
crystal,24,18,6
fa,24,23,1
wefa,24,24,0
label,24,11,13
karin,24,23,1
passport,24,20,4
rosen,24,24,0
kill,24,13,11
maria,24,22,2
faith,24,11,13
asid,24,8,16
wilson,24,19,5
showcas,24,4,20
bldg,24,24,0
lifetim,24,1,23
conferenc,24,20,4
warwick,24,24,0
precis,24,13,11
mohan,24,24,0
loughridg,24,24,0
mumbai,24,22,2
toma,24,24,0
fiscal,24,21,3
cox,24,24,0
argument,24,23,1
spain,24,12,12
doubletre,24,24,0
bet,24,13,11
sept,24,23,1
bbb,24,10,14
unhappi,24,19,5
reprint,24,22,2
greatest,24,15,9
twice,24,18,6
casino,24,1,23
ejacul,24,0,24
romin,24,24,0
litig,24,6,18
shock,24,9,15
pace,24,21,3
ref,24,12,12
ostdiek,24,24,0
dow,24,14,10
swaption,24,24,0
elba,24,24,0
issuanc,24,24,0
telecom,24,16,8
scan,24,9,15
thereof,24,16,8
cargo,24,20,4
isp,24,10,14
intellectu,24,18,6
bar,24,17,7
supplement,24,20,4
stuart,24,24,0
harbor,24,8,16
gem,24,0,24
consensu,24,24,0
counti,24,11,13
thanx,24,23,1
properli,24,16,8
czi,24,24,0
blue,24,22,2
flash,24,13,11
ancillari,24,21,3
projector,24,23,1
cfo,24,24,0
raptor,24,24,0
abacu,24,24,0
angel,24,10,14
compound,24,20,4
rout,24,23,1
diagnost,24,3,21
martina,24,23,1
unusu,24,14,10
jere,24,24,0
emma,24,24,0
inciud,24,0,24
min,24,18,6
yana,24,23,1
subject,23,20,3
variat,23,16,7
wgo,23,23,0
occas,23,16,7
swli,23,22,1
incomplet,23,20,3
beach,23,14,9
polish,23,22,1
centuri,23,15,8
bundl,23,16,7
pill,23,0,23
surethat,23,0,23
calm,23,22,1
texaco,23,22,1
ballot,23,15,8
bay,23,19,4
mckinsey,23,23,0
exim,23,0,23
immigr,23,21,2
rdi,23,23,0
invis,23,0,23
batteri,23,4,19
overse,23,22,1
eei,23,23,0
schemat,23,23,0
spirit,23,16,7
dispos,23,11,12
overdyk,23,23,0
vanessa,23,14,9
remark,23,12,11
thereaft,23,16,7
hotat,23,0,23
fertil,23,4,19
pcx,23,23,0
parallel,23,20,3
contemporari,23,0,23
complimentari,23,7,16
smart,23,6,17
mcsherri,23,23,0
extraordinari,23,15,8
somewher,23,21,2
reiat,23,0,23
cartridg,23,5,18
counsel,23,19,4
diagram,23,23,0
ghosh,23,23,0
semi,23,20,3
footnot,23,23,0
node,23,23,0
moyez,23,23,0
newli,23,19,4
kingsley,23,23,0
praveen,23,23,0
videoconfer,23,23,0
revert,23,19,4
oxley,23,23,0
wolak,23,23,0
convini,23,0,23
stem,23,22,1
oak,23,19,4
letsyou,23,0,23
anymor,23,13,10
salmon,23,23,0
trademark,23,2,21
ding,23,23,0
gdvi,23,0,23
mode,23,16,7
chariti,23,5,18
row,23,19,4
newspap,23,16,7
promptli,23,17,6
blachman,23,23,0
satisfactori,23,22,1
reveal,23,7,16
regret,23,17,6
hebert,23,23,0
valnek,23,23,0
ride,23,17,6
ladi,23,18,5
evt,23,23,0
jonathan,23,18,5
chahal,23,23,0
rush,23,19,4
cornel,23,21,2
legislatur,23,23,0
racicot,23,23,0
formerli,23,22,1
reliant,23,23,0
democrat,22,12,10
cheryl,22,22,0
endlogo,22,0,22
mount,22,19,3
calgari,22,20,2
tokyo,22,20,2
drgv,22,0,22
sddp,22,22,0
rtp,22,22,0
arnold,22,22,0
shdh,22,22,0
massiv,22,4,18
postmast,22,19,3
visualident,22,0,22
roster,22,21,1
goldman,22,22,0
bcf,22,13,9
nyu,22,22,0
ward,22,22,0
tend,22,22,0
lb,22,14,8
literatur,22,20,2
forthcom,22,22,0
substitut,22,20,2
sat,22,19,3
fdiebold,22,22,0
theresa,22,21,1
perlman,22,22,0
cabl,22,14,8
sue,22,20,2
debug,22,22,0
aerofoam,22,0,22
distil,22,22,0
benjamin,22,22,0
miliion,22,0,22
plug,22,21,1
illinoi,22,15,7
carolina,22,13,9
furnish,22,10,12
checkour,22,0,22
flag,22,11,11
amadeu,22,22,0
nigel,22,22,0
mannheim,22,22,0
warrant,22,12,10
frustrat,22,14,8
conrad,22,22,0
psycholog,22,20,2
filter,22,8,14
burden,22,21,1
humphrey,22,22,0
warehous,22,9,13
enorm,22,11,11
revolutionari,22,4,18
baton,22,22,0
randal,22,22,0
luci,22,22,0
nugget,22,19,3
mad,22,4,18
inexpens,22,4,18
hazard,22,8,14
benefici,22,15,7
peer,22,21,1
econometr,22,22,0
amit,22,22,0
admin,22,17,5
werner,22,22,0
translat,22,16,6
edt,22,9,13
riskmetr,22,22,0
corey,22,21,1
evolv,22,21,1
shot,22,7,15
layla,22,22,0
bowen,22,22,0
steff,22,22,0
lisa,22,20,2
allegheni,22,22,0
chosen,22,18,4
vittal,22,22,0
solid,21,16,5
lasal,21,0,21
vega,21,11,10
yuan,21,20,1
gpg,21,21,0
disconnect,21,18,3
apodaca,21,21,0
cbyi,21,0,21
fusion,21,16,5
pet,21,4,17
merril,21,17,4
bound,21,13,8
jingm,21,21,0
child,21,4,17
exl,21,21,0
prosper,21,12,9
conf,21,18,3
de,21,7,14
charli,21,21,0
mountain,21,13,8
linear,21,21,0
idg,21,21,0
aeopublish,21,0,21
geek,21,0,21
sentenc,21,21,0
vika,21,21,0
ise,21,9,12
denver,21,15,6
ipp,21,21,0
jak,21,21,0
jet,21,13,8
thompson,21,19,2
ecth,21,21,0
arbitr,21,21,0
interrupt,21,12,9
admit,21,18,3
medium,21,11,10
everyday,21,10,11
accumul,21,11,10
singh,21,21,0
honest,21,11,10
climat,21,21,0
alexand,21,19,2
wireless,21,3,18
incumb,21,20,1
bonus,21,7,14
schwartz,21,21,0
instantli,21,1,20
cliff,21,21,0
plastic,21,13,8
joann,21,21,0
gradi,21,21,0
reiter,21,21,0
russian,21,16,5
dietrich,21,21,0
plenti,21,16,5
dynegi,21,21,0
melissa,21,21,0
tough,21,18,3
hair,21,3,18
bulletin,21,12,9
fedex,21,18,3
shannon,21,19,2
wangfa,21,21,0
diet,21,0,21
genuin,21,13,8
instructor,21,21,0
sud,21,21,0
cinergi,21,21,0
heartwarm,21,0,21
pocket,21,8,13
accid,21,3,18
random,21,19,2
earth,21,10,11
barkley,21,21,0
ceraweek,21,21,0
tang,21,21,0
carn,21,21,0
eprofil,21,21,0
stamer,21,21,0
blvd,21,18,3
gilli,21,21,0
la,21,9,12
insead,21,21,0
presto,21,21,0
stabil,21,15,6
classic,21,10,11
begun,21,14,7
momentum,21,7,14
duplic,21,14,7
besid,21,15,6
latin,21,21,0
vanderbilt,21,21,0
envelop,21,6,15
insurancemail,21,0,21
taught,21,15,6
wolf,21,16,5
prosz,21,21,0
modern,21,16,5
radio,21,5,16
exempt,21,21,0
thorough,20,10,10
followup,20,20,0
roug,20,20,0
feerick,20,20,0
catastroph,20,19,1
kilgor,20,20,0
sperm,20,0,20
recov,20,16,4
skew,20,20,0
harder,20,11,9
temporarili,20,14,6
wholli,20,7,13
dauphin,20,20,0
portabl,20,3,17
sfa,20,20,0
thirti,20,8,12
rtfm,20,20,0
strengthen,20,17,3
moder,20,15,5
northern,20,17,3
tara,20,20,0
labb,20,20,0
au,20,20,0
german,20,6,14
disc,20,10,10
dian,20,18,2
intercept,20,20,0
maac,20,20,0
butler,20,20,0
wichai,20,20,0
surround,20,19,1
beat,20,7,13
ucla,20,20,0
advers,20,11,9
omar,20,20,0
feasibl,20,18,2
shakeout,20,20,0
preprint,20,20,0
alamo,20,20,0
gross,20,16,4
compaq,20,18,2
peggi,20,20,0
systemat,20,15,5
barrier,20,17,3
giancola,20,20,0
interim,20,20,0
vladi,20,20,0
weil,20,5,15
mario,20,20,0
tight,20,14,6
mansfield,20,4,16
srivastav,20,20,0
reportedli,20,20,0
coe,20,20,0
lehman,20,20,0
bogdan,20,20,0
remaind,20,20,0
raul,20,20,0
incur,20,10,10
hydro,20,20,0
spell,20,17,3
mou,20,19,1
soar,20,10,10
sutton,20,20,0
benevid,20,20,0
popt,20,0,20
expenditur,20,16,4
proof,20,7,13
nichola,20,20,0
plane,20,14,6
jabber,20,0,20
wscc,20,20,0
hong,20,10,10
dead,20,4,16
grown,20,11,9
violat,20,15,5
crew,20,17,3
ggt,20,0,20
architectur,20,17,3
telecommun,20,9,11
pamela,20,20,0
fujita,20,20,0
atlant,20,18,2
ook,20,0,20
frevert,20,20,0
brainstorm,20,18,2
stabl,20,14,6
converg,20,20,0
residu,20,17,3
haa,20,20,0
crack,20,19,1
shuttl,20,20,0
hidden,19,3,16
explos,19,8,11
pen,19,19,0
presum,19,14,5
classroom,19,6,13
notion,19,19,0
mcconnel,19,19,0
riskpubl,19,19,0
rita,19,19,0
nanc,19,19,0
licenc,19,16,3
iif,19,19,0
mr,19,1,18
waiv,19,18,1
goliv,19,0,19
ramona,19,19,0
materia,19,0,19
leg,19,16,3
certifi,19,13,6
fare,19,16,3
lessar,19,19,0
prefac,19,19,0
exe,19,19,0
recognit,19,13,6
interpol,19,19,0
farmer,19,7,12
intrigu,19,14,5
nevil,19,19,0
harsh,19,11,8
babi,19,11,8
endeavor,19,15,4
sloan,19,18,1
fifti,19,2,17
outsourc,19,13,6
header,19,3,16
burner,19,5,14
jia,19,19,0
therein,19,2,17
disposit,19,16,3
whitak,19,19,0
sensor,19,1,18
accessori,19,0,19
declar,19,9,10
feet,19,2,17
siva,19,19,0
smoothli,19,18,1
trace,19,7,12
stronger,19,10,9
rearrang,19,19,0
locust,19,18,1
elliott,19,18,1
cummin,19,19,0
vincejkaminski,19,19,0
gulf,19,17,2
abroad,19,6,13
hari,19,19,0
constantli,19,18,1
irish,19,0,19
complaint,19,18,1
polska,19,19,0
cefer,19,19,0
provinc,19,1,18
compris,19,18,1
to,19,19,0
mitchel,19,11,8
simou,19,19,0
embarrass,19,13,6
johnston,19,19,0
king,19,7,12
vital,19,11,8
que,19,2,17
lucki,19,4,15
felix,19,18,1
nanci,19,17,2
contributeto,19,0,19
summit,19,16,3
council,19,18,1
wpd,19,19,0
giant,19,14,5
slava,19,19,0
certif,19,12,7
wel,19,0,19
nsf,19,19,0
testimoni,19,6,13
dog,19,13,6
exampi,19,0,19
civil,19,3,16
listserv,19,19,0
gil,19,19,0
vinay,19,19,0
requestor,19,19,0
lallani,19,19,0
bloomer,19,19,0
alter,19,6,13
leann,19,19,0
angelika,19,19,0
terman,19,19,0
tune,19,13,6
oversea,19,10,9
luigic,19,19,0
mallik,19,19,0
signup,19,1,18
processor,19,18,1
inclus,19,16,3
snack,19,18,1
skinner,19,19,0
importantli,19,15,4
junior,19,17,2
krausz,19,19,0
bnppariba,19,19,0
navig,19,14,5
venu,19,19,0
explan,19,16,3
fantast,19,5,14
truste,19,18,1
glass,19,13,6
beneficiari,19,2,17
tzamourani,19,19,0
churn,19,19,0
kara,19,19,0
diamond,19,11,8
seksan,19,19,0
hang,19,12,7
josey,19,19,0
harvey,19,19,0
proposit,19,10,9
jurisdict,19,14,5
republ,18,3,15
darren,18,17,1
swbell,18,18,0
oxford,18,17,1
chaney,18,18,0
mhz,18,17,1
castaneda,18,18,0
subsidari,18,18,0
erect,18,0,18
paig,18,17,1
kirkpatrick,18,18,0
northeast,18,18,0
pllu,18,18,0
elsewher,18,15,3
buffett,18,0,18
listmast,18,0,18
restor,18,8,10
rejtman,18,18,0
iot,18,0,18
waterloo,18,18,0
upstream,18,18,0
fred,18,16,2
evan,18,17,1
kallipoleo,18,18,0
justic,18,14,4
nww,18,18,0
compat,18,11,7
meg,18,15,3
latter,18,18,0
distinguish,18,15,3
bland,18,18,0
columbia,18,16,2
commenc,18,11,7
clearanc,18,12,6
fatal,18,1,17
kabila,18,0,18
sacramento,18,18,0
dengi,18,18,0
brenda,18,17,1
casual,18,18,0
doe,18,18,0
deliver,18,18,0
branch,18,5,13
chapman,18,17,1
cpi,18,9,9
brilliant,18,15,3
dont,18,11,7
pan,18,17,1
slap,18,18,0
nicosia,18,18,0
trinomi,18,18,0
rollov,18,17,1
bristow,18,18,0
pain,18,7,11
jin,18,18,0
vast,18,9,9
desleigh,18,18,0
stat,18,16,2
ct,18,10,8
eurold,18,18,0
fargo,18,8,10
westbrook,18,18,0
nurit,18,18,0
secondli,18,14,4
vike,18,0,18
eel,18,17,1
hunt,18,18,0
thoroughli,18,18,0
equilibrium,18,18,0
scrap,18,18,0
neutral,18,15,3
whoever,18,17,1
trash,18,17,1
militari,18,13,5
dalton,18,18,0
financewis,18,18,0
lift,18,7,11
intrins,18,18,0
horizon,18,16,2
alberta,18,6,12
spark,18,17,1
retriev,18,11,7
salv,18,18,0
lebroc,18,18,0
reg,18,6,12
lara,18,18,0
raghavan,18,18,0
credibl,18,12,6
amateur,18,0,18
ainsley,18,18,0
janet,18,18,0
gateway,18,15,3
penetr,18,3,15
joel,18,17,1
friendli,18,10,8
holder,18,10,8
hillh,18,18,0
knight,18,17,1
bucket,18,16,2
degiacinto,18,18,0
exp,18,7,11
awesom,18,1,17
epri,18,18,0
forgotten,18,15,3
pti,18,18,0
garcia,18,18,0
truth,17,4,13
kerr,17,17,0
prototyp,17,14,3
biographi,17,17,0
underway,17,17,0
imaq,17,0,17
stimul,17,13,4
tutori,17,15,2
optimis,17,16,1
resign,17,16,1
globe,17,13,4
molecular,17,5,12
homestead,17,16,1
fuer,17,16,1
erm,17,17,0
sho,17,0,17
mellacheruvu,17,17,0
italian,17,13,4
newpow,17,17,0
do,17,16,1
worthwhil,17,14,3
district,17,12,5
sql,17,12,5
roy,17,15,2
fraud,17,1,16
patalganga,17,17,0
wise,17,5,12
virginia,17,8,9
pc,17,15,2
insert,17,10,7
bow,17,14,3
compiet,17,0,17
labor,17,14,3
oatt,17,17,0
forb,17,14,3
gotten,17,13,4
batch,17,2,15
kristi,17,16,1
seismic,17,14,3
exhibit,17,13,4
cgi,17,5,12
warner,17,16,1
weigh,17,16,1
beiiev,17,0,17
hitch,17,13,4
align,17,16,1
habit,17,7,10
fight,17,10,7
boland,17,16,1
kit,17,2,15
dhabol,17,17,0
relief,17,11,6
brazil,17,17,0
theodor,17,17,0
itali,17,12,5
webslt,17,0,17
danni,17,16,1
espeak,17,17,0
postcard,17,0,17
weatherdelta,17,17,0
boom,17,5,12
philosophi,17,14,3
cancer,17,0,17
interv,17,15,2
hb,17,17,0
admir,17,14,3
belden,17,17,0
defens,17,7,10
nazareth,17,17,0
compromis,17,11,6
deepa,17,17,0
yaron,17,17,0
marku,17,17,0
verg,17,0,17
tribolet,17,17,0
fii,17,0,17
unavail,17,14,3
rogroup,17,17,0
arena,17,16,1
british,17,7,10
hike,17,17,0
ginger,17,17,0
trillion,17,7,10
inter,17,14,3
owen,17,17,0
mcgowan,17,16,1
tier,17,16,1
pharmaci,17,0,17
sergeev,17,17,0
hospit,17,15,2
ale,17,17,0
del,17,9,8
melli,17,17,0
tricoli,17,17,0
jie,17,17,0
hayden,17,17,0
stoc,17,0,17
xia,17,17,0
hectic,17,17,0
appendix,17,17,0
wesley,17,17,0
aircraft,17,13,4
apex,17,17,0
tow,17,16,1
resuit,17,0,17
patti,17,17,0
joao,17,17,0
mandatori,17,14,3
opposit,17,14,3
renshi,17,17,0
efa,17,17,0
demianenko,17,17,0
op,17,16,1
municip,17,13,4
seal,17,14,3
dozen,17,13,4
wit,17,5,12
echol,17,17,0
household,17,16,1
ut,17,17,0
cba,17,17,0
reput,17,8,9
bonni,17,17,0
mitra,17,17,0
ippm,17,17,0
upsid,17,9,8
bless,17,4,13
iastat,17,17,0
mepr,17,17,0
upward,17,10,7
viru,17,12,5
sycamor,17,17,0
rawal,17,17,0
toshiba,17,14,3
toner,17,5,12
disciplin,17,14,3
kalotay,17,17,0
bankrupt,17,14,3
nasa,17,1,16
koenig,17,17,0
downstream,17,17,0
twelv,17,3,14
rosalinda,17,17,0
marg,17,17,0
phoenix,17,2,15
judith,17,16,1
proxi,16,11,5
azminab,16,16,0
pani,16,16,0
riskcar,16,16,0
enemi,16,1,15
entrepreneurship,16,16,0
narrow,16,16,0
hugh,16,13,3
jerri,16,15,1
crucial,16,15,1
nahou,16,16,0
utilis,16,16,0
hennessi,16,16,0
urgenc,16,11,5
dri,16,9,7
kong,16,6,10
mislead,16,3,13
mtg,16,14,2
herebi,16,14,2
shive,16,16,0
lat,16,7,9
buiider,16,0,16
yeager,16,16,0
aga,16,16,0
neural,16,15,1
ieader,16,0,16
knudsen,16,16,0
lounghrid,16,16,0
yho,16,16,0
crash,16,2,14
uhc,16,16,0
threaten,16,11,5
phelim,16,16,0
pois,16,1,15
mozilla,16,16,0
elc,16,16,0
karthik,16,16,0
kleindorf,16,16,0
courtesi,16,14,2
cat,16,9,7
gentleman,16,16,0
moreov,16,12,4
upset,16,12,4
absorb,16,15,1
plc,16,9,7
excus,16,15,1
exactiy,16,0,16
vacant,16,16,0
manageri,16,15,1
editori,16,16,0
breckenridg,16,16,0
invite,16,16,0
chose,16,15,1
refinanc,16,0,16
retroact,16,16,0
broken,16,11,5
ramesh,16,16,0
steinberg,16,16,0
shout,16,15,1
pagemak,16,1,15
tomczyk,16,16,0
grad,16,16,0
pursuant,16,13,3
orderinq,16,0,16
rachel,16,16,0
disburs,16,8,8
fiber,16,13,3
nordic,16,16,0
golden,16,11,5
cob,16,16,0
experiment,16,15,1
janel,16,15,1
weigelt,16,16,0
ascii,16,15,1
transarea,16,16,0
disappear,16,8,8
woodland,16,16,0
hilton,16,15,1
honour,16,14,2
ontario,16,12,4
enlarg,16,3,13
sofya,16,16,0
concurr,16,16,0
shortfal,16,16,0
levitt,16,16,0
teknecon,16,16,0
hr,16,9,7
boyl,16,16,0
battl,16,9,7
roku,16,16,0
sharehoid,16,0,16
singapor,16,16,0
gillian,16,16,0
calpin,16,16,0
http,16,13,3
qian,16,16,0
brain,16,7,9
teacher,16,12,4
logic,16,12,4
drama,16,1,15
willing,16,15,1
tock,16,0,16
bci,16,0,16
perkin,16,16,0
shouid,16,0,16
pathstar,16,16,0
robust,16,15,1
favorit,16,8,8
optout,16,0,16
resel,16,5,11
ipo,16,15,1
classifi,16,1,15
tcp,16,16,0
rumor,16,8,8
african,16,3,13
cooi,16,0,16
iab,16,16,0
aof,16,0,16
lynch,16,13,3
bailout,16,14,2
rajnish,16,16,0
stakehold,16,16,0
multimedia,16,8,8
jgsm,16,16,0
dll,16,16,0
sanction,16,16,0
rgd,16,16,0
attain,16,6,10
katherin,16,16,0
entouch,16,16,0
notat,16,15,1
hop,16,1,15
julia,16,16,0
mover,16,6,10
webi,16,16,0
pstemari,16,16,0
tout,16,14,2
uid,16,0,16
scovil,16,16,0
khairuddin,15,15,0
cast,15,8,7
river,15,12,3
muscl,15,0,15
scientist,15,10,5
medicin,15,1,14
impos,15,14,1
discret,15,12,3
clickpap,15,15,0
introductori,15,13,2
derek,15,15,0
mitsubishi,15,11,4
stolen,15,14,1
necess,15,7,8
iraqi,15,14,1
bbo,15,15,0
bangalor,15,15,0
medz,15,0,15
victor,15,14,1
ulead,15,0,15
piac,15,0,15
disast,15,5,10
ciss,15,0,15
fulfil,15,11,4
iist,15,0,15
cynthia,15,15,0
publishinq,15,0,15
eat,15,10,5
smoke,15,4,11
oretech,15,0,15
mimesweep,15,15,0
congrat,15,14,1
shikhar,15,15,0
disrespect,15,14,1
sin,15,6,9
shelbi,15,15,0
burst,15,2,13
bean,15,15,0
aaa,15,15,0
iron,15,12,3
workstat,15,15,0
reorgan,15,15,0
jeanett,15,15,0
miami,15,1,14
smallest,15,8,7
vp,15,15,0
statloneri,15,0,15
rare,15,8,7
kristal,15,15,0
olsson,15,15,0
sheryl,15,15,0
swamp,15,15,0
rider,15,2,13
sera,15,14,1
domin,15,9,6
enpow,15,15,0
regenc,15,15,0
timesheet,15,15,0
enl,15,15,0
spous,15,10,5
foot,15,6,9
charact,15,7,8
gort,15,15,0
character,15,15,0
erik,15,13,2
sovereign,15,15,0
patient,15,8,7
dataset,15,15,0
inbox,15,5,10
cwtd,15,0,15
roughli,15,15,0
headquart,15,8,7
ot,15,15,0
concur,15,15,0
oversight,15,15,0
cpm,15,9,6
blow,15,7,8
disabl,15,8,7
advantaq,15,0,15
ssc,15,15,0
vi,15,12,3
leap,15,11,4
macminn,15,15,0
inabl,15,13,2
davidson,15,15,0
residenti,15,15,0
caught,15,8,7
fifth,15,12,3
mahoney,15,15,0
malina,15,15,0
petti,15,11,4
masayuki,15,15,0
swept,15,15,0
kholodnyi,15,15,0
pge,15,15,0
dorn,15,15,0
attitud,15,14,1
mere,15,7,8
perfectli,15,12,3
dual,15,14,1
lal,15,15,0
fork,15,1,14
dress,15,13,2
aluminium,15,15,0
radar,15,6,9
gardner,15,12,3
puc,15,15,0
bia,15,6,9
deutsch,15,15,0
stylish,15,0,15
sigma,15,15,0
ferrel,15,15,0
lag,15,12,3
narongwanich,15,15,0
aimon,15,15,0
exec,15,15,0
torr,15,0,15
leland,15,15,0
diploma,15,7,8
dick,15,14,1
disregard,15,10,5
carolyn,15,15,0
destin,15,8,7
technician,15,11,4
shipment,15,12,3
tuition,15,12,3
greek,15,14,1
mainli,15,15,0
exploit,15,14,1
gabriel,15,15,0
mnie,15,15,0
passiv,15,15,0
contin,15,14,1
pdo,15,15,0
consortium,15,12,3
bore,15,7,8
reed,15,15,0
broader,15,14,1
coral,15,10,5
blend,15,8,7
ration,15,15,0
distributor,15,1,14
knirel,15,15,0
merri,15,15,0
manipul,15,15,0
payout,15,8,7
peac,15,6,9
jlpnymex,15,15,0
hejka,15,15,0
jpg,15,15,0
withdraw,15,8,7
cure,15,8,7
therebi,15,14,1
seb,15,15,0
thermal,15,13,2
