,frequency,frequency_ham,frequency_spam
zero,2398,2177,221
nick,2395,2334,61
light,2394,1107,1287
password,2392,1965,427
age,2391,915,1476
stay,2391,1227,1164
alloc,2391,2308,83
header,2388,2253,135
figur,2387,1563,824
tel,2385,1486,899
obtain,2385,1224,1161
averag,2377,1523,854
wed,2370,1920,450
track,2369,1430,939
panel,2368,1865,503
william,2365,2001,364
tree,2359,1561,798
stuff,2358,1128,1230
owner,2354,1168,1186
incom,2353,1127,1226
medicin,2351,1550,801
mon,2346,1967,379
januari,2339,1709,630
moment,2331,807,1524
row,2329,2136,193
timestamp,2329,2323,6
collect,2324,1510,814
wall,2322,1717,605
welcom,2318,1154,1164
hit,2317,1433,884
histori,2313,1162,1151
host,2312,1681,631
determin,2306,1740,566
revenu,2304,1053,1251
statist,2300,2085,215
girl,2299,333,1966
known,2299,1178,1121
url,2298,1900,398
fri,2296,1976,320
txt,2292,2234,58
air,2290,1014,1276
bug,2289,1997,292
titl,2287,1252,1035
sub,2287,2095,192
knowledg,2283,1159,1124
unknown,2281,1923,358
grant,2277,1641,636
capac,2276,2077,199
speak,2275,1353,922
cell,2271,1771,500
sold,2269,1069,1200
wire,2269,1364,905
extra,2268,1026,1242
ensur,2264,1549,715
session,2260,2002,258
ldb,2258,2258,0
googl,2253,1834,419
award,2248,1270,978
interact,2244,1885,359
independ,2234,1199,1035
tmp,2234,1626,608
devic,2229,1375,854
across,2226,1388,838
held,2224,1321,903
str,2223,2189,34
desk,2223,1544,679
attempt,2220,1395,825
cli,2220,2126,94
essenti,2219,1989,230
tortur,2219,2171,48
spend,2218,1101,1117
excel,2216,1085,1131
democrat,2216,2020,196
sunni,2208,2130,78
numer,2204,1728,476
previou,2203,1214,989
tab,2193,529,1664
smith,2188,1732,456
enabl,2182,1300,882
ee,2178,2178,0
perhap,2176,1406,770
committ,2173,2139,34
combin,2170,1567,603
mmbtu,2165,2165,0
music,2162,1165,997
lay,2159,1647,512
signatur,2157,1980,177
pipelin,2157,2105,52
alia,2156,1932,224
fine,2152,1619,533
eat,2152,256,1896
taken,2150,1315,835
con,2149,720,1429
mode,2140,1698,442
rise,2135,731,1404
campaign,2133,1507,626
assum,2131,1879,252
del,2131,963,1168
acrobat,2129,183,1946
iso,2128,1847,281
submit,2127,1291,836
europ,2127,1223,904
lon,2124,1901,223
display,2121,1543,578
vista,2120,628,1492
goal,2118,950,1168
pictur,2116,942,1174
msg,2114,2055,59
water,2113,1148,965
est,2111,893,1218
screen,2110,1512,598
death,2110,919,1191
auth,2108,2103,5
multipl,2106,1309,797
block,2103,1548,555
critic,2099,1735,364
role,2099,1907,192
particular,2097,1574,523
red,2095,1170,925
west,2093,1632,461
bob,2090,1947,143
establish,2090,847,1243
confid,2089,1117,972
worth,2085,1100,985
plain,2084,1255,829
introduc,2084,750,1334
viewcv,2084,2084,0
launch,2083,1619,464
speed,2078,1129,949
variou,2075,1260,815
equiti,2074,1316,758
young,2067,776,1291
provis,2067,1576,491
len,2065,1999,66
deposit,2063,176,1887
practic,2061,1379,682
kitchen,2061,1933,128
jeff,2056,1769,287
prior,2054,1329,725
und,2054,365,1689
sorri,2054,1512,542
clean,2053,1530,523
child,2053,1455,598
msn,2052,1759,293
octob,2051,1830,221
balanc,2049,1509,540
nsswitch,2045,2045,0
competit,2043,1264,779
seri,2041,1527,514
lost,2040,1260,780
predict,2039,1219,820
strategi,2038,1307,731
loan,2031,733,1298
gnu,2029,1949,80
wife,2024,571,1453
htm,2021,1785,236
none,2021,1108,913
dvd,2021,558,1463
reader,2016,892,1124
agent,2013,401,1612
dbcap,2010,2010,0
advantag,2010,687,1323
sat,2009,1310,699
escapenumberfc,2006,1997,9
pdf,2003,1890,113
core,2000,1691,309
august,1998,1721,277
prescript,1995,115,1880
occur,1992,950,1042
attend,1991,1668,323
centr,1989,506,1483
ena,1986,1985,1
explain,1985,1426,559
separ,1982,1619,363
staff,1980,1375,605
cloudi,1979,1886,93
port,1978,1558,420
tom,1977,1680,297
premium,1977,548,1429
echo,1976,1895,81
decemb,1975,1603,372
reg,1974,1821,153
escapenumberfsamba,1971,1971,0
quot,1971,1247,724
attack,1970,1048,922
acl,1967,1954,13
black,1966,980,986
pound,1966,305,1661
glad,1966,431,1535
explor,1963,860,1103
element,1962,1459,503
para,1961,367,1594
la,1961,632,1329
uniqu,1960,824,1136
effici,1959,1124,835
opt,1958,1364,594
enhanc,1956,512,1444
discov,1954,620,1334
gone,1954,544,1410
park,1953,1368,585
ceo,1952,1259,693
heard,1951,803,1148
although,1948,1485,463
guy,1946,1197,749
floor,1945,1069,876
leader,1934,1378,556
bid,1929,1691,238
transmiss,1927,1392,535
termin,1923,1662,261
tescapenumb,1923,637,1286
signific,1922,1288,634
achiev,1921,760,1161
max,1921,1703,218
partnership,1918,1678,240
green,1916,1085,831
georg,1916,1583,333
tech,1915,1607,308
behind,1912,939,973
vote,1911,1496,415
mari,1911,1504,407
secret,1910,745,1165
rest,1910,1017,893
toward,1908,903,1005
educ,1907,1045,862
broadband,1904,815,1089
abil,1901,960,941
revno,1898,1898,0
paramet,1898,1804,94
station,1896,1605,291
registri,1895,1777,118
affect,1889,1086,803
carri,1886,854,1032
novemb,1878,1635,243
symbol,1876,876,1000
uncertainti,1874,489,1385
gold,1873,313,1560
suppos,1873,954,919
brian,1871,1785,86
degre,1868,566,1302
acquir,1868,722,1146
exit,1867,1742,125
exactli,1867,1128,739
focu,1866,1057,809
six,1865,1094,771
arrang,1865,1180,685
delay,1864,1093,771
input,1861,1655,206
sens,1858,1257,601
father,1858,395,1463
appropri,1856,1620,236
lsa,1855,1853,2
subscript,1853,1480,373
respond,1850,1262,588
daren,1848,1842,6
kernel,1845,1558,287
heart,1840,530,1310
enterpris,1839,303,1536
xdg,1839,1838,1
deriv,1837,1686,151
jim,1835,1700,135
star,1834,1074,760
chairman,1833,1609,224
stage,1833,915,918
land,1832,829,1003
expand,1831,989,842
surpris,1830,761,1069
higher,1828,1140,688
feedback,1828,1684,144
written,1824,1425,399
skill,1824,1309,515
son,1824,475,1349
notifi,1821,1647,174
specifi,1817,1526,291
pid,1814,1777,37
acquisit,1814,641,1173
kevin,1814,1741,73
hill,1813,1079,734
maintain,1813,1288,525
english,1813,1120,693
human,1812,982,830
master,1811,1080,731
agenc,1807,1315,492
prize,1805,586,1219
summari,1802,1641,161
desir,1802,667,1135
doubl,1802,1004,798
becam,1801,507,1294
mid,1798,1521,277
earlier,1798,1597,201
contribut,1795,1322,473
transport,1793,1498,295
anticip,1792,414,1378
kid,1791,879,912
mine,1790,475,1315
amaz,1789,267,1522
tomorrow,1786,1453,333
fuel,1782,1502,280
imagin,1780,385,1395
trip,1780,1180,600
aol,1779,717,1062
player,1779,934,845
shirley,1778,1755,23
awar,1778,913,865
convert,1778,1469,309
replica,1778,36,1742
india,1776,1563,213
categori,1774,700,1074
basi,1773,1349,424
changeset,1767,1766,1
emerg,1765,1024,741
polic,1763,1377,386
dir,1762,1702,60
pre,1761,1069,692
extrem,1760,693,1067
dose,1760,100,1660
automat,1759,978,781
prove,1759,457,1302
manual,1754,1317,437
observ,1753,1306,447
progress,1749,1207,542
describ,1748,1156,592
foo,1748,1736,12
expert,1747,1005,742
worri,1746,763,983
assign,1746,1541,205
martin,1746,1323,423
vf,1746,1745,1
annual,1743,1021,722
extens,1739,1331,408
dream,1738,399,1339
institut,1738,1358,380
septemb,1736,1472,264
poor,1735,955,780
impact,1734,1341,393
pretti,1730,1070,660
coupl,1730,1317,413
technic,1729,1379,350
door,1729,380,1349
excit,1726,437,1289
econom,1724,1289,435
super,1721,353,1368
invit,1720,1168,552
idmap,1716,1716,0
richard,1716,1470,246
sescapenumb,1714,1515,199
escapenumbera,1713,1152,561
insur,1711,943,768
mother,1711,490,1221
unless,1707,1405,302
draft,1706,1521,185
quickli,1706,847,859
ldap,1705,1697,8
export,1703,1231,472
survey,1700,954,746
logo,1694,435,1259
cheer,1694,1316,378
sheet,1693,1251,442
nov,1693,1278,415
professor,1692,1537,155
hardwar,1692,1395,297
sponsor,1692,813,879
outsid,1690,1202,488
front,1690,820,870
formula,1688,1005,683
pharmaceut,1683,950,733
itemyour,1682,14,1668
sector,1681,633,1048
difficult,1681,962,719
vector,1678,1645,33
fox,1678,1423,255
pressur,1678,933,745
rescapenumb,1678,1612,66
easili,1677,717,960
style,1676,905,771
largest,1675,1244,431
rel,1675,847,828
fight,1672,870,802
chri,1672,1582,90
east,1669,1070,599
facil,1669,1323,346
especi,1668,1003,665
loop,1660,1583,77
own,1655,1093,562
pod,1655,1625,30
cloud,1652,1372,280
fear,1652,743,909
channel,1647,1083,564
physic,1647,1081,566
mescapenumb,1646,1485,161
platform,1643,1264,379
patient,1640,1140,500
jerri,1638,1589,49
lotteri,1635,40,1595
herein,1633,78,1555
sharehold,1628,1179,449
challeng,1628,1321,307
liquid,1627,888,739
ring,1627,306,1321
offset,1625,1530,95
perfect,1624,368,1256
broadcast,1622,1211,411
arm,1620,512,1108
unix,1619,1559,60
rice,1613,1038,575
cbsnew,1612,1609,3
flash,1612,325,1287
fun,1610,873,737
python,1610,1589,21
dec,1608,765,843
portfolio,1608,956,652
rep,1607,1468,139
detect,1606,1277,329
king,1601,982,619
woman,1600,495,1105
sir,1599,143,1456
llc,1595,865,730
bankruptci,1593,1312,281
treatment,1592,1084,508
curv,1588,1358,230
split,1585,1349,236
storag,1585,1284,301
illustr,1585,303,1282
senior,1584,1322,262
sambaescapenumb,1583,1583,0
innov,1582,1174,408
equal,1581,1256,325
op,1579,1567,12
usual,1574,1054,520
regul,1574,1282,292
piec,1570,935,635
gov,1569,1433,136
sex,1568,393,1175
ahead,1565,1106,459
walk,1565,641,924
boy,1564,294,1270
georgia,1563,1217,346
bounc,1562,1477,85
winner,1560,400,1160
sometim,1560,1007,553
bond,1559,1343,216
solv,1559,1188,371
social,1559,519,1040
regular,1557,649,908
ground,1556,564,992
absolut,1555,479,1076
afternoon,1554,1305,249
ripley,1552,1537,15
atlanta,1551,1315,236
exclus,1550,781,769
guess,1549,1214,335
pack,1546,387,1159
reflect,1545,1046,499
de,1534,923,611
conf,1533,1477,56
failur,1529,1239,290
februari,1526,1254,272
printf,1524,1522,2
faith,1524,453,1071
socket,1524,1484,40
gmail,1524,1300,224
thailand,1524,1453,71
middl,1524,946,578
listen,1523,719,804
raw,1523,1322,201
mix,1521,776,745
verifi,1520,672,848
saw,1519,594,925
goe,1518,1044,474
makefil,1513,1492,21
finish,1512,778,734
monitor,1510,955,555
resum,1509,1358,151
dealer,1508,332,1176
movi,1507,701,806
api,1506,874,632
rolex,1506,3,1503
highli,1505,585,920
ten,1503,604,899
declar,1502,1167,335
winbind,1500,1500,0
ignor,1500,1169,331
solicit,1498,273,1225
restrict,1498,1176,322
photo,1494,921,573
electron,1492,926,566
presidenti,1490,1301,189
larri,1488,1421,67
attorney,1487,1103,384
magic,1486,1123,363
greg,1486,1436,50
peter,1484,1206,278
treat,1484,836,648
scott,1482,1383,99
prevent,1478,1107,371
trademark,1477,638,839
round,1477,911,566
nomin,1476,1182,294
sa,1474,1445,29
ronni,1474,1450,24
cheap,1473,230,1243
consist,1472,1013,459
construct,1471,1090,381
metz,1471,1469,2
expir,1469,792,677
dom,1469,1451,18
telephon,1467,613,854
escapenumberm,1467,580,887
optim,1465,1252,213
chicago,1465,1026,439
rose,1463,667,796
reward,1463,303,1160
assur,1459,420,1039
republican,1457,1430,27
spot,1455,958,497
border,1455,799,656
european,1454,1024,430
season,1453,972,481
spam,1453,578,875
grid,1448,966,482
central,1446,963,483
reuter,1445,1192,253
behalf,1444,1060,384
oem,1443,40,1403
convers,1439,973,466
appetit,1438,49,1389
evalu,1437,1168,269
depth,1437,1278,159
switch,1433,1162,271
paint,1432,915,517
whose,1430,866,564
easier,1428,1044,384
hat,1427,551,876
exercis,1423,580,843
pain,1423,326,1097
promis,1422,708,714
lookup,1421,1184,237
stack,1419,724,695
label,1417,1179,238
env,1415,1271,144
req,1414,1395,19
wast,1412,299,1113
ktwarwic,1412,1147,265
pam,1411,1383,28
vice,1411,1144,267
inch,1409,207,1202
farmer,1405,1229,176
cat,1404,981,423
doubt,1403,581,822
supplier,1402,384,1018
dead,1398,853,545
ferc,1396,1395,1
coordin,1396,1102,294
producttestpanel,1395,0,1395
crash,1394,721,673
satisfi,1394,241,1153
weekend,1393,1073,320
anywher,1393,297,1096
began,1392,705,687
salli,1392,1346,46
setup,1389,1266,123
histor,1388,718,670
foundat,1386,828,558
width,1385,357,1028
attribut,1383,1240,143
descript,1383,1128,255
renew,1379,982,397
ventur,1378,399,979
pleasur,1376,147,1229
varianc,1374,1370,4
tag,1374,778,596
hate,1371,242,1129
unabl,1370,1097,273
exe,1367,699,668
gram,1366,41,1325
whatev,1365,935,430
outlook,1364,752,612
random,1364,1211,153
dev,1363,1312,51
rid,1363,895,468
congress,1362,1065,297
danger,1356,518,838
por,1356,353,1003
desktop,1354,1130,224
brown,1353,904,449
prefix,1353,1329,24
debat,1352,1264,88
gpl,1350,1340,10
gave,1345,787,558
prompt,1345,778,567
declin,1344,1015,329
touch,1344,700,644
usag,1342,704,638
rich,1342,446,896
anti,1341,637,704
hottest,1340,60,1280
immigr,1335,1191,144
enronxg,1334,1334,0
sit,1334,507,827
afford,1333,397,936
jan,1333,917,416
previous,1333,786,547
hex,1327,196,1131
cmd,1327,1298,29
spirit,1326,211,1115
reput,1325,210,1115
led,1325,763,562
instant,1321,122,1199
conn,1320,1304,16
broken,1320,962,358
fell,1320,859,461
conflict,1316,712,604
auto,1316,910,406
manner,1315,378,937
oblig,1313,783,530
nearli,1313,917,396
peni,1312,9,1303
driver,1311,982,329
bar,1310,977,333
safeti,1308,571,737
portland,1303,1288,15
aim,1302,798,504
tip,1301,796,505
escapenumberpm,1301,1247,54
compon,1301,1063,238
scale,1300,1045,255
escapenumberb,1300,811,489
lee,1300,736,564
career,1299,590,709
comfort,1298,362,936
frank,1298,996,302
built,1297,905,392
judg,1297,852,445
arg,1297,1218,79
depress,1296,195,1101
male,1296,126,1170
mr,1294,95,1199
align,1294,490,804
dave,1293,1123,170
arriv,1293,817,476
resolv,1291,1051,240
sportslin,1290,1289,1
employ,1288,846,442
damag,1283,830,453
familiar,1281,658,623
certainli,1278,730,548
fulli,1276,677,599
africa,1274,394,880
capabl,1272,702,570
angel,1271,912,359
flight,1271,752,519
cri,1271,135,1136
merger,1270,1164,106
rank,1269,712,557
colleg,1268,894,374
vacanc,1267,33,1234
err,1267,1234,33
brought,1267,610,657
levitra,1267,3,1264
beauti,1266,288,978
diseas,1265,714,551
duti,1263,305,958
monthli,1262,576,686
neg,1262,909,353
shell,1262,1127,135
biggest,1262,852,410
davi,1262,1099,163
journal,1261,1057,204
sahlberg,1260,1260,0
kin,1258,20,1238
procedur,1258,965,293
met,1258,781,477
jul,1258,627,631
gnupg,1257,1253,4
recipi,1255,880,375
adjust,1253,895,358
compens,1251,431,820
pat,1250,702,548
margin,1250,798,452
corel,1250,11,1239
buffer,1250,1197,53
charset,1248,940,308
tim,1247,986,261
conduct,1246,737,509
sizeof,1246,1245,1
spring,1243,538,705
farm,1242,530,712
approxim,1242,809,433
todo,1241,766,475
advisor,1241,225,1016
printer,1241,909,332
maker,1241,597,644
xml,1240,1130,110
boot,1239,952,287
howstuffwork,1239,1239,0
flexibl,1237,657,580
membership,1236,464,772
extract,1235,960,275
browser,1234,459,775
zonk,1233,1233,0
slow,1233,745,488
artist,1233,632,601
feet,1232,413,819
param,1231,1229,2
realiz,1231,585,646
fortun,1230,416,814
complianc,1226,533,693
alon,1224,528,696
british,1224,859,365
complex,1223,948,275
attract,1222,435,787
extern,1221,854,367
proceed,1220,697,523
warner,1220,1196,24
burn,1219,458,761
colleagu,1217,995,222
snow,1216,524,692
harri,1214,822,392
lack,1214,719,495
xl,1213,1210,3
euro,1210,289,921
cluster,1210,1146,64
stream,1210,655,555
presenc,1209,949,260
elect,1208,954,254
button,1205,721,484
till,1205,201,1004
wholesal,1205,1000,205
anyway,1205,969,236
lender,1203,560,643
height,1203,407,796
ibm,1200,503,697
task,1199,827,372
confus,1197,948,249
mission,1197,578,619
roll,1196,715,481
qualifi,1195,415,780
thoma,1194,1060,134
expans,1194,429,765
intent,1192,518,674
mile,1190,732,458
radio,1190,798,392
commod,1186,1066,120
buddi,1185,1025,160
earth,1184,438,746
tie,1183,848,335
alter,1181,1029,152
relationship,1177,781,396
cross,1176,788,388
wireless,1175,754,421
scan,1174,488,686
ebay,1173,220,953
upgrad,1168,833,335
bloomberg,1168,1142,26
receipt,1166,504,662
samr,1166,1166,0
guidelin,1166,930,236
greater,1166,599,567
buyer,1163,619,544
assumpt,1163,485,678
highest,1162,421,741
instanc,1162,891,271
cool,1161,553,608
vehicl,1159,503,656
smile,1159,109,1050
buf,1158,1158,0
ultim,1157,437,720
spescapenumb,1157,74,1083
lllp,1156,1156,0
fat,1156,167,989
cultur,1156,888,268
trial,1155,734,421
equip,1155,590,565
blue,1155,614,541
sole,1152,381,771
conveni,1151,560,591
daemon,1150,1128,22
encourag,1150,805,345
coverag,1149,904,245
bottom,1147,568,579
knew,1146,350,796
throughout,1146,585,561
forget,1145,376,769
byte,1145,1043,102
sy,1144,1107,37
otc,1143,90,1053
ben,1143,901,242
militari,1143,732,411
autodesk,1142,5,1137
dummi,1141,285,856
binari,1139,1080,59
andi,1139,1086,53
boston,1138,805,333
dan,1136,824,312
town,1136,703,433
recogn,1136,776,360
cooper,1134,770,364
resid,1133,525,608
iescapenumb,1133,1033,100
crenshaw,1133,1131,2
hotel,1133,761,372
hurri,1132,52,1080
hdr,1129,1127,2
mhln,1129,3,1126
col,1128,1052,76
sam,1128,1019,109
sea,1126,516,610
cap,1126,634,492
legisl,1125,878,247
spread,1124,746,378
enlarg,1124,52,1072
congratul,1119,334,785
race,1119,853,266
commondream,1117,1117,0
ref,1117,578,539
escapenumberadob,1115,0,1115
economi,1115,874,241
estat,1114,464,650
accuweath,1113,1113,0
ptr,1112,1109,3
stress,1112,274,838
soni,1112,202,910
vip,1110,10,1100
ltd,1108,569,539
remot,1106,768,338
impress,1106,447,659
compulsori,1104,1088,16
yro,1103,1103,0
chair,1103,751,352
autocad,1102,13,1089
edward,1102,989,113
fake,1102,293,809
endif,1102,1101,1
prioriti,1101,683,418
squar,1098,679,419
clinton,1098,1044,54
oct,1097,1037,60
cancer,1097,785,312
token,1096,1051,45
virtual,1095,533,562
accur,1095,425,670
ill,1094,361,733
postal,1093,118,975
bzr,1092,1092,0
shown,1092,443,649
husband,1092,236,856
stephen,1091,867,224
primari,1091,879,212
re,1089,959,130
jeremi,1087,1025,62
dump,1086,1000,86
pidl,1085,1085,0
seven,1083,554,529
fresh,1080,258,822
neither,1080,516,564
stabl,1079,427,652
scientist,1079,561,518
lawyer,1078,867,211
dramat,1077,259,818
gather,1077,581,496
seriou,1077,528,549
counterparti,1077,1077,0
metal,1076,643,433
listmast,1074,1029,45
registr,1073,770,303
shift,1072,929,143
overal,1072,676,396
weekli,1069,680,389
jump,1069,555,514
boost,1067,409,658
ext,1067,882,185
ami,1067,914,153
minist,1066,801,265
inde,1065,538,527
kept,1065,426,639
gari,1065,969,96
thread,1063,790,273
filter,1060,606,454
pr,1060,1058,2
mit,1059,473,586
programm,1057,817,240
von,1057,303,754
mar,1056,670,386
sleep,1055,332,723
sydney,1055,196,859
dataset,1053,1053,0
ladi,1051,182,869
vibrat,1051,28,1023
morgan,1049,833,216
vtabl,1048,1047,1
stinson,1045,1043,2
ident,1045,591,454
meant,1044,491,553
interpret,1043,812,231
discret,1043,174,869
strict,1043,808,235
will,1042,627,415
repeat,1041,655,386
computron,1041,0,1041
deni,1041,860,181
beyond,1041,608,433
consider,1040,586,454
skip,1037,908,129
timeout,1037,1016,21
spent,1036,616,420
cera,1034,1034,0
brief,1034,676,358
michel,1033,968,65
disclos,1032,610,422
signal,1032,810,222
bigger,1031,286,745
entiti,1030,844,186
favor,1030,505,525
reform,1030,606,424
fyi,1030,1027,3
radar,1029,569,460
cred,1028,1015,13
luck,1027,533,494
gen,1027,761,266
prime,1027,773,254
susan,1027,955,72
examin,1026,661,365
goto,1026,984,42
rock,1024,300,724
ein,1023,235,788
obama,1023,802,221
notif,1022,408,614
encod,1021,694,327
nbsp,1018,54,964
batch,1018,350,668
diet,1018,122,896
ideal,1014,342,672
rain,1011,637,374
score,1011,649,362
background,1010,640,370
southern,1010,649,361
duke,1009,955,54
creation,1009,398,611
bullish,1008,53,955
grand,1007,632,375
mainli,1006,963,43
unfortun,1005,763,242
drugstor,1004,9,995
cancel,1004,737,267
joe,1003,775,228
sym,1003,69,934
backend,1002,1000,2
pointer,1002,957,45
kdawson,1001,1001,0
brazil,1001,905,96
gescapenumb,1000,458,542
counti,999,845,154
hall,999,816,183
dat,997,934,63
edg,997,436,561
mirror,996,888,108
outstand,994,430,564
mortgag,994,103,891
magazin,993,467,526
par,992,759,233
genuin,990,93,897
captur,990,793,197
evid,989,699,290
mass,988,630,358
voip,988,89,899
onto,988,366,622
exposur,988,829,159
coal,986,813,173
dog,985,360,625
blob,985,969,16
escapenumberc,985,559,426
recov,984,787,197
focus,984,640,344
escapenumberpil,984,0,984
srvsvc,983,983,0
queri,983,885,98
adescapenumberb,982,9,973
societi,982,339,643
regulatori,982,872,110
deep,982,306,676
consequ,981,376,605
incred,981,161,820
clearli,980,719,261
pari,979,863,116
fair,979,642,337
elimin,978,493,485
visual,978,486,492
tire,978,179,799
stem,977,462,515
lie,976,385,591
editor,974,714,260
hospit,971,407,564
permit,970,669,301
succeed,969,318,651
blood,967,314,653
suspect,964,797,167
dealt,963,100,863
multi,963,537,426
dynam,963,699,264
sie,961,235,726
hourahead,959,959,0
edt,957,879,78
beach,955,495,460
ave,954,384,570
min,954,678,276
smart,954,281,673
phase,953,838,115
sunshin,952,877,75
kilo,951,5,946
pdb,951,951,0
solar,951,895,56
syntax,951,918,33
tcp,950,930,20
java,950,808,142
relev,948,732,216
tmxo,947,0,947
specul,947,319,628
circl,946,377,569
budget,945,711,234
eight,945,497,448
intel,945,580,365
intellectu,944,884,60
dark,943,253,690
cv,941,279,662
srv,941,871,70
uid,939,844,95
memo,939,421,518
permiss,939,705,234
francisco,939,748,191
maximum,938,606,332
smoke,937,333,604
precis,937,303,634
suffer,936,454,482
val,935,845,90
intellig,935,523,412
holiday,934,513,421
sep,934,893,41
unsign,934,928,6
subset,934,926,8
utf,931,706,225
vega,931,240,691
cook,930,387,543
austin,930,524,406
topcod,930,930,0
assembl,930,723,207
appar,929,748,181
bridg,929,545,384
una,928,291,637
teach,928,326,602
packet,927,861,66
varieti,927,353,574
virginia,927,864,63
storm,926,622,304
replescapenumberca,926,0,926
giant,925,582,343
bottl,924,84,840
fli,923,377,546
oxford,922,884,38
felt,920,284,636
integ,919,892,27
sen,919,892,27
serial,918,409,509
televis,918,522,396
sexual,918,121,797
paso,918,857,61
jsp,917,882,35
truth,916,288,628
asia,916,363,553
exp,914,608,306
simul,914,775,139
heat,913,620,293
reduct,911,560,351
pop,909,603,306
coast,909,564,345
recoveri,909,741,168
